IMPERIAL COLLEGE SUPERSONIC WIND TUNNEL -  NETSCANNER PRESSURE RESULTS FILE - UNIT 2 
Run time: 11:15:27 26-11-2020
Barometric pressure: 1.0199 BarA
Nozzle: Mach 2.0
Camera delay (ms): 0.0000
Missed Packets:  0
Pressure quoted in units of BarA
Time[s], PIV,Ch17(363.5mm),Ch18(383.5mm),Ch19(403.5mm),Ch20(423.5mm),Ch21(443.5mm),Ch22(463.5mm),Ch23(483.5mm),Ch24(503.5mm),Ch25(523.5mm),Ch26(543.5mm),Ch27(563.5mm),Ch28(583.5mm),Ch29(0.0mm),Ch30(0.0mm),Ch31(0.0mm),Ch32(0.0mm),Kulite
5.22000,0.00000,1.01822,1.01899,1.01713,1.01754,1.01901,1.01676,1.01681,1.01706,1.01704,1.01726,1.01691,1.01737,1.01996,1.01991,1.01986,1.01989,0.00000
5.23000,0.00000,1.01888,1.01820,1.01803,1.01779,1.01796,1.01738,1.01722,1.01743,1.01762,1.01757,1.01757,1.01752,1.01980,1.02006,1.01996,1.01995,0.00000
5.24000,0.00000,1.01741,1.01614,1.01718,1.01677,1.01485,1.01717,1.01661,1.01680,1.01683,1.01664,1.01676,1.01636,1.02001,1.02001,1.02001,1.02000,0.00000
5.25000,0.00000,1.01563,1.01556,1.01559,1.01556,1.01538,1.01593,1.01589,1.01570,1.01566,1.01546,1.01554,1.01573,1.01996,1.01986,1.02006,1.02000,0.00000
5.26000,0.00000,1.01609,1.01704,1.01623,1.01611,1.01759,1.01609,1.01605,1.01586,1.01592,1.01582,1.01600,1.01597,1.01996,1.02006,1.02011,1.02005,0.00000
5.27000,0.00000,1.01817,1.01872,1.01723,1.01733,1.01722,1.01676,1.01666,1.01696,1.01688,1.01669,1.01686,1.01699,1.02001,1.01991,1.02006,1.01984,0.00000
5.28000,0.00000,1.02055,1.01909,1.01903,1.01870,1.01669,1.01785,1.01773,1.01816,1.01858,1.01844,1.01828,1.01829,1.02006,1.01991,1.02001,1.01995,0.00000
5.29000,0.00000,1.01893,1.01883,1.01787,1.01809,1.01738,1.01738,1.01737,1.01759,1.01767,1.01757,1.01762,1.01790,1.01996,1.01991,1.02001,1.01989,0.00000
5.30000,0.00000,1.01588,1.01604,1.01654,1.01627,1.01690,1.01650,1.01645,1.01628,1.01608,1.01577,1.01630,1.01588,1.01986,1.02001,1.01991,1.01989,0.00000
5.31000,0.00000,1.01583,1.01514,1.01617,1.01566,1.01380,1.01624,1.01615,1.01586,1.01582,1.01587,1.01584,1.01554,1.02001,1.02001,1.01975,1.01984,0.00000
5.32000,0.00000,1.01533,1.01609,1.01586,1.01566,1.01648,1.01578,1.01564,1.01549,1.01534,1.01525,1.01524,1.01530,1.01986,1.02001,1.01986,1.02005,0.00000
5.33000,0.00000,1.01781,1.01836,1.01692,1.01723,1.01943,1.01640,1.01656,1.01664,1.01667,1.01649,1.01660,1.01694,1.02001,1.01996,1.02006,1.01995,0.00000
5.34000,0.00000,1.01878,1.01820,1.01813,1.01774,1.01827,1.01722,1.01697,1.01738,1.01746,1.01741,1.01747,1.01742,1.02001,1.01996,1.02006,1.02011,0.00000
5.35000,0.00000,1.01812,1.01725,1.01798,1.01774,1.01422,1.01733,1.01717,1.01733,1.01778,1.01747,1.01741,1.01713,1.01996,1.01996,1.01991,1.02011,0.00000
5.36000,0.00000,1.01695,1.01635,1.01649,1.01677,1.01585,1.01655,1.01651,1.01649,1.01640,1.01628,1.01640,1.01631,1.01991,1.01991,1.02006,1.02000,0.00000
5.37000,0.00000,1.01685,1.01751,1.01639,1.01667,1.01853,1.01629,1.01651,1.01654,1.01619,1.01633,1.01625,1.01660,1.01986,1.02016,1.01986,1.01995,0.00000
5.38000,0.00000,1.01847,1.01888,1.01766,1.01799,1.01853,1.01702,1.01707,1.01738,1.01736,1.01736,1.01726,1.01761,1.01996,1.01991,1.01991,1.01995,0.00000
5.39000,0.00000,1.01761,1.01762,1.01782,1.01743,1.01638,1.01702,1.01697,1.01706,1.01698,1.01685,1.01716,1.01689,1.02001,1.01991,1.01996,1.01979,0.00000
5.40000,0.00000,1.01644,1.01651,1.01676,1.01647,1.01606,1.01655,1.01645,1.01622,1.01629,1.01613,1.01635,1.01617,1.01991,1.01986,1.02001,1.01995,0.00000
5.41000,0.00000,1.01461,1.01514,1.01564,1.01525,1.01480,1.01572,1.01553,1.01533,1.01518,1.01500,1.01519,1.01486,1.01996,1.01991,1.02006,1.01995,0.00000
5.42000,0.00000,1.01649,1.01635,1.01633,1.01591,1.01559,1.01593,1.01584,1.01586,1.01582,1.01577,1.01579,1.01578,1.01996,1.01996,1.01991,1.02005,0.00000
5.43000,0.00000,1.01741,1.01688,1.01623,1.01662,1.01580,1.01619,1.01635,1.01628,1.01635,1.01628,1.01620,1.01636,1.01996,1.02006,1.02006,1.01989,0.00000
5.44000,0.00000,1.01771,1.01630,1.01702,1.01647,1.01533,1.01645,1.01625,1.01622,1.01656,1.01644,1.01630,1.01588,1.01996,1.01986,1.01986,1.02005,0.00000
5.45000,0.00000,1.01665,1.01714,1.01649,1.01703,1.01717,1.01624,1.01635,1.01643,1.01608,1.01618,1.01625,1.01655,1.02012,1.01986,1.02006,1.02005,0.00000
5.46000,0.00000,1.01649,1.01609,1.01660,1.01611,1.01580,1.01609,1.01605,1.01612,1.01619,1.01603,1.01610,1.01583,1.02001,1.01991,1.02001,1.02000,0.00000
5.47000,0.00000,1.01558,1.01614,1.01596,1.01566,1.01491,1.01567,1.01564,1.01559,1.01550,1.01546,1.01559,1.01539,1.02006,1.01996,1.01991,1.01989,0.00000
5.48000,0.00000,1.01593,1.01561,1.01543,1.01540,1.01554,1.01541,1.01538,1.01533,1.01545,1.01531,1.01519,1.01515,1.01996,1.01991,1.01996,1.01995,0.00000
5.49000,0.00000,1.01670,1.01714,1.01660,1.01637,1.01696,1.01583,1.01579,1.01575,1.01592,1.01577,1.01584,1.01602,1.01986,1.02006,1.01991,1.01989,0.00000
5.50000,0.00000,1.01797,1.01878,1.01681,1.01748,1.01769,1.01640,1.01625,1.01675,1.01672,1.01664,1.01665,1.01713,1.01991,1.02001,1.02006,1.01995,0.00000
5.51000,0.00000,1.01705,1.01641,1.01665,1.01637,1.01422,1.01624,1.01605,1.01617,1.01603,1.01603,1.01615,1.01602,1.01991,1.01991,1.01996,1.02000,0.00000
5.52000,0.00000,1.01538,1.01509,1.01596,1.01546,1.01469,1.01562,1.01538,1.01544,1.01529,1.01520,1.01534,1.01510,1.01991,1.02001,1.01986,1.01995,0.00000
5.53000,0.00000,1.01573,1.01677,1.01527,1.01571,1.01680,1.01541,1.01528,1.01523,1.01523,1.01505,1.01519,1.01530,1.01975,1.01996,1.01986,1.01995,0.00000
5.54000,0.00000,1.01741,1.01756,1.01660,1.01667,1.01743,1.01593,1.01589,1.01628,1.01629,1.01608,1.01610,1.01621,1.02006,1.02006,1.02006,1.01995,0.00000
5.55000,0.00000,1.01725,1.01693,1.01692,1.01682,1.01659,1.01624,1.01625,1.01633,1.01635,1.01623,1.01635,1.01636,1.01991,1.02006,1.01991,1.01984,0.00000
5.56000,0.00000,1.01497,1.01361,1.01554,1.01464,1.01212,1.01536,1.01523,1.01481,1.01470,1.01459,1.01498,1.01433,1.02001,1.02001,1.02001,1.01995,0.00000
5.57000,0.00000,1.01472,1.01472,1.01469,1.01485,1.01475,1.01495,1.01482,1.01460,1.01449,1.01443,1.01453,1.01472,1.02001,1.02001,1.01996,1.01984,0.00000
5.58000,0.00000,1.01604,1.01609,1.01538,1.01546,1.01754,1.01521,1.01507,1.01502,1.01502,1.01489,1.01498,1.01510,1.01996,1.02001,1.02001,1.01989,0.00000
5.59000,0.00000,1.01898,1.01888,1.01692,1.01743,1.01738,1.01629,1.01615,1.01675,1.01693,1.01695,1.01671,1.01732,1.01980,1.02006,1.01996,1.01984,0.00000
5.60000,0.00000,1.01766,1.01720,1.01713,1.01672,1.01533,1.01635,1.01615,1.01643,1.01661,1.01628,1.01650,1.01646,1.01991,1.01996,1.01996,1.02000,0.00000
5.61000,0.00000,1.01634,1.01461,1.01639,1.01556,1.01338,1.01588,1.01553,1.01544,1.01571,1.01551,1.01539,1.01520,1.01991,1.02006,1.02006,1.01995,0.00000
5.62000,0.00000,1.01461,1.01440,1.01501,1.01459,1.01438,1.01495,1.01487,1.01455,1.01454,1.01443,1.01443,1.01448,1.01975,1.02001,1.01981,1.01995,0.00000
5.63000,0.00000,1.01461,1.01530,1.01506,1.01449,1.01517,1.01490,1.01472,1.01465,1.01454,1.01433,1.01453,1.01443,1.01991,1.02006,1.01996,1.02005,0.00000
5.64000,0.00000,1.01634,1.01720,1.01559,1.01632,1.01754,1.01531,1.01543,1.01565,1.01550,1.01561,1.01534,1.01602,1.02012,1.02001,1.01996,1.01989,0.00000
5.65000,0.00000,1.01761,1.01656,1.01654,1.01647,1.01654,1.01593,1.01574,1.01607,1.01629,1.01603,1.01605,1.01588,1.01986,1.02001,1.02001,1.02021,0.00000
5.66000,0.00000,1.01700,1.01535,1.01660,1.01586,1.01385,1.01593,1.01574,1.01575,1.01598,1.01587,1.01600,1.01554,1.01986,1.02006,1.01986,1.02000,0.00000
5.67000,0.00000,1.01634,1.01546,1.01570,1.01530,1.01590,1.01547,1.01528,1.01523,1.01534,1.01515,1.01514,1.01506,1.02001,1.02006,1.02006,1.02011,0.00000
5.68000,0.00000,1.01639,1.01783,1.01580,1.01672,1.01733,1.01552,1.01574,1.01586,1.01576,1.01577,1.01579,1.01612,1.01996,1.01996,1.01986,1.01989,0.00000
5.69000,0.00000,1.01817,1.01804,1.01723,1.01713,1.01717,1.01635,1.01630,1.01664,1.01667,1.01659,1.01660,1.01655,1.01996,1.01996,1.01996,1.01995,0.00000
5.70000,0.00000,1.01568,1.01561,1.01665,1.01581,1.01527,1.01578,1.01579,1.01549,1.01555,1.01541,1.01564,1.01525,1.01996,1.01991,1.01991,1.01984,0.00000
5.71000,0.00000,1.01497,1.01419,1.01522,1.01490,1.01238,1.01526,1.01512,1.01470,1.01502,1.01484,1.01483,1.01419,1.01991,1.01996,1.01996,1.02000,0.00000
5.72000,0.00000,1.01568,1.01646,1.01554,1.01540,1.01690,1.01505,1.01507,1.01512,1.01507,1.01479,1.01498,1.01534,1.01991,1.02001,1.01996,1.01995,0.00000
5.73000,0.00000,1.01766,1.01762,1.01628,1.01682,1.01569,1.01593,1.01579,1.01591,1.01614,1.01608,1.01605,1.01617,1.01991,1.02006,1.02001,1.02011,0.00000
5.74000,0.00000,1.01710,1.01635,1.01665,1.01647,1.01506,1.01588,1.01579,1.01607,1.01608,1.01572,1.01605,1.01588,1.01991,1.02001,1.02001,1.02011,0.00000
5.75000,0.00000,1.01512,1.01472,1.01501,1.01485,1.01254,1.01516,1.01487,1.01486,1.01481,1.01474,1.01478,1.01452,1.01996,1.01996,1.02006,1.01979,0.00000
5.76000,0.00000,1.01451,1.01277,1.01469,1.01368,1.01259,1.01453,1.01420,1.01397,1.01417,1.01381,1.01387,1.01332,1.01991,1.01986,1.01996,1.02000,0.00000
5.77000,0.00000,1.01436,1.01440,1.01416,1.01403,1.01491,1.01417,1.01400,1.01402,1.01380,1.01361,1.01377,1.01390,1.01986,1.01991,1.02001,1.01984,0.00000
5.78000,0.00000,1.01477,1.01451,1.01421,1.01419,1.01512,1.01422,1.01400,1.01381,1.01380,1.01366,1.01392,1.01385,1.01991,1.02001,1.01986,1.01995,0.00000
5.79000,0.00000,1.01649,1.01641,1.01495,1.01546,1.01590,1.01469,1.01477,1.01497,1.01513,1.01510,1.01493,1.01515,1.01991,1.01991,1.02006,1.01984,0.00000
5.80000,0.00000,1.01670,1.01567,1.01633,1.01530,1.01501,1.01521,1.01482,1.01507,1.01534,1.01520,1.01514,1.01496,1.01986,1.02006,1.01996,1.01995,0.00000
5.81000,0.00000,1.01649,1.01446,1.01601,1.01515,1.01354,1.01521,1.01497,1.01507,1.01550,1.01525,1.01514,1.01472,1.02001,1.01986,1.01981,1.01984,0.00000
5.82000,0.00000,1.01421,1.01309,1.01432,1.01363,1.01275,1.01422,1.01400,1.01381,1.01386,1.01356,1.01377,1.01332,1.01996,1.01981,1.02011,1.01995,0.00000
5.83000,0.00000,1.01421,1.01366,1.01400,1.01383,1.01459,1.01391,1.01390,1.01381,1.01359,1.01361,1.01362,1.01370,1.01991,1.01991,1.01991,1.01989,0.00000
5.84000,0.00000,1.01649,1.01667,1.01527,1.01566,1.01612,1.01479,1.01472,1.01512,1.01529,1.01510,1.01514,1.01530,1.01980,1.01981,1.01991,1.01995,0.00000
5.85000,0.00000,1.01731,1.01677,1.01686,1.01596,1.01643,1.01536,1.01533,1.01538,1.01587,1.01567,1.01569,1.01578,1.02001,1.01991,1.02006,1.01984,0.00000
5.86000,0.00000,1.01639,1.01714,1.01511,1.01576,1.01727,1.01510,1.01518,1.01533,1.01539,1.01531,1.01524,1.01578,1.01980,1.02006,1.01996,1.01989,0.00000
5.87000,0.00000,1.01568,1.01609,1.01554,1.01530,1.01722,1.01510,1.01492,1.01518,1.01502,1.01484,1.01503,1.01491,1.01991,1.02006,1.02001,1.02005,0.00000
5.88000,0.00000,1.01710,1.01572,1.01692,1.01601,1.01385,1.01588,1.01564,1.01575,1.01619,1.01608,1.01595,1.01568,1.02001,1.01991,1.01991,1.01989,0.00000
5.89000,0.00000,1.01604,1.01440,1.01570,1.01525,1.01280,1.01521,1.01518,1.01491,1.01518,1.01505,1.01493,1.01477,1.02001,1.02006,1.01991,1.02005,0.00000
5.90000,0.00000,1.01548,1.01472,1.01469,1.01475,1.01375,1.01469,1.01456,1.01439,1.01449,1.01433,1.01422,1.01443,1.01991,1.01996,1.01970,1.01995,0.00000
5.91000,0.00000,1.01837,1.01851,1.01623,1.01703,1.01785,1.01562,1.01584,1.01638,1.01614,1.01639,1.01620,1.01699,1.01986,1.02001,1.01975,1.01989,0.00000
5.92000,0.00000,1.01797,1.01672,1.01654,1.01662,1.01559,1.01593,1.01589,1.01617,1.01624,1.01608,1.01610,1.01607,1.02006,1.01991,1.02001,1.01995,0.00000
5.93000,0.00000,1.01573,1.01330,1.01580,1.01469,1.01143,1.01536,1.01487,1.01470,1.01507,1.01474,1.01488,1.01419,1.02006,1.02001,1.02006,1.02000,0.00000
5.94000,0.00000,1.01243,1.01451,1.01331,1.01343,1.01517,1.01355,1.01364,1.01334,1.01274,1.01279,1.01286,1.01332,1.01991,1.01991,1.02001,1.02000,0.00000
5.95000,0.00000,1.01416,1.01461,1.01411,1.01388,1.01585,1.01417,1.01385,1.01350,1.01370,1.01356,1.01367,1.01351,1.01991,1.02001,1.01991,1.01979,0.00000
5.96000,0.00000,1.01746,1.01688,1.01570,1.01586,1.01685,1.01516,1.01487,1.01528,1.01561,1.01531,1.01534,1.01534,1.02006,1.01996,1.02001,1.01995,0.00000
5.97000,0.00000,1.01563,1.01461,1.01586,1.01475,1.01327,1.01474,1.01466,1.01439,1.01476,1.01459,1.01458,1.01419,1.01991,1.02001,1.01991,1.01995,0.00000
5.98000,0.00000,1.01639,1.01477,1.01601,1.01530,1.01212,1.01500,1.01487,1.01507,1.01539,1.01531,1.01519,1.01510,1.01980,1.02006,1.02011,1.02000,0.00000
5.99000,0.00000,1.01482,1.01514,1.01437,1.01490,1.01469,1.01417,1.01446,1.01434,1.01412,1.01417,1.01427,1.01433,1.01996,1.02011,1.01996,1.01984,0.00000
6.00000,0.00000,1.01634,1.01577,1.01511,1.01535,1.01506,1.01479,1.01456,1.01465,1.01476,1.01474,1.01478,1.01486,1.01986,1.01996,1.01991,1.02000,0.00000
6.01000,0.00000,1.01736,1.01867,1.01623,1.01667,1.01806,1.01521,1.01543,1.01580,1.01566,1.01577,1.01564,1.01655,1.01991,1.01991,1.01986,1.02000,0.00000
6.02000,0.00000,1.01502,1.01398,1.01559,1.01480,1.01159,1.01505,1.01472,1.01460,1.01476,1.01459,1.01493,1.01409,1.02001,1.01991,1.01991,1.02005,0.00000
6.03000,0.00000,1.01279,1.01119,1.01427,1.01256,1.00991,1.01397,1.01374,1.01292,1.01327,1.01309,1.01311,1.01211,1.01991,1.02011,1.01986,1.02000,0.00000
6.04000,0.00000,1.01091,1.01177,1.01188,1.01170,1.01238,1.01241,1.01236,1.01171,1.01142,1.01160,1.01154,1.01139,1.01986,1.02016,1.01986,1.01989,0.00000
6.05000,0.00000,1.01527,1.01720,1.01315,1.01530,1.01838,1.01350,1.01374,1.01418,1.01396,1.01417,1.01387,1.01481,1.02001,1.02001,1.01996,1.02005,0.00000
6.06000,0.00000,1.01847,1.02004,1.01686,1.01754,1.02138,1.01547,1.01548,1.01638,1.01640,1.01639,1.01645,1.01689,1.01986,1.01991,1.01996,1.01989,0.00000
6.07000,0.00000,1.01797,1.01546,1.01787,1.01601,1.01296,1.01603,1.01579,1.01580,1.01656,1.01618,1.01635,1.01539,1.01986,1.02006,1.01981,1.02011,0.00000
6.08000,0.00000,1.01502,1.01277,1.01559,1.01424,1.00996,1.01505,1.01456,1.01439,1.01481,1.01453,1.01463,1.01380,1.02001,1.01986,1.02001,1.02005,0.00000
6.09000,0.00000,1.01421,1.01377,1.01347,1.01398,1.01180,1.01386,1.01380,1.01386,1.01375,1.01371,1.01356,1.01356,1.02001,1.01986,1.02006,1.01995,0.00000
6.10000,0.00000,1.01593,1.01783,1.01453,1.01566,1.01733,1.01422,1.01451,1.01491,1.01449,1.01464,1.01432,1.01539,1.01991,1.02001,1.02001,1.01989,0.00000
6.11000,0.00000,1.01649,1.01699,1.01538,1.01556,1.01706,1.01485,1.01466,1.01497,1.01518,1.01489,1.01498,1.01515,1.01991,1.01986,1.01996,1.01989,0.00000
6.12000,0.00000,1.01426,1.01409,1.01533,1.01434,1.01270,1.01448,1.01436,1.01413,1.01412,1.01407,1.01438,1.01399,1.01986,1.01991,1.01991,1.02000,0.00000
6.13000,0.00000,1.01314,1.01398,1.01342,1.01338,1.01538,1.01360,1.01364,1.01339,1.01306,1.01289,1.01311,1.01308,1.01986,1.02001,1.02011,1.02005,0.00000
6.14000,0.00000,1.01786,1.01693,1.01607,1.01617,1.01580,1.01516,1.01497,1.01533,1.01571,1.01536,1.01529,1.01578,1.01975,1.01996,1.01996,1.01995,0.00000
6.15000,0.00000,1.02066,1.02020,1.01813,1.01845,1.01943,1.01655,1.01645,1.01743,1.01789,1.01767,1.01741,1.01776,1.02001,1.02001,1.01996,1.02000,0.00000
6.16000,0.00000,1.01771,1.01593,1.01755,1.01647,1.01348,1.01635,1.01605,1.01612,1.01635,1.01613,1.01640,1.01592,1.02001,1.01981,1.01996,1.01995,0.00000
6.17000,0.00000,1.01324,1.01198,1.01464,1.01343,1.00938,1.01433,1.01441,1.01397,1.01375,1.01387,1.01387,1.01312,1.01986,1.01996,1.01996,1.01995,0.00000
6.18000,0.00000,1.01020,1.00976,1.01141,1.01079,1.00796,1.01221,1.01226,1.01145,1.01110,1.01109,1.01108,1.01062,1.01991,1.01991,1.02001,1.01989,0.00000
6.19000,0.00000,1.01253,1.01366,1.01246,1.01251,1.01559,1.01267,1.01257,1.01240,1.01205,1.01207,1.01184,1.01211,1.01996,1.01991,1.01996,1.01995,0.00000
6.20000,0.00000,1.01847,1.01957,1.01517,1.01688,1.02017,1.01464,1.01456,1.01538,1.01566,1.01531,1.01514,1.01626,1.01996,1.01996,1.01996,1.01984,0.00000
6.21000,0.00000,1.01781,1.01741,1.01612,1.01642,1.01659,1.01526,1.01507,1.01554,1.01571,1.01561,1.01559,1.01612,1.01996,1.01986,1.02001,1.01995,0.00000
6.22000,0.00000,1.01309,1.00882,1.01416,1.01160,1.00565,1.01381,1.01323,1.01234,1.01295,1.01258,1.01280,1.01124,1.01991,1.02011,1.01996,1.01989,0.00000
6.23000,0.00000,1.00893,1.00850,1.01035,1.00947,1.00870,1.01107,1.01119,1.01009,1.00982,1.00986,1.00987,1.00970,1.01996,1.01991,1.02001,1.01995,0.00000
6.24000,0.00000,1.01284,1.01519,1.01146,1.01226,1.01633,1.01185,1.01201,1.01187,1.01163,1.01160,1.01149,1.01221,1.01991,1.01996,1.01991,1.01995,0.00000
6.25000,0.00000,1.01984,1.02141,1.01718,1.01779,1.02248,1.01500,1.01507,1.01617,1.01645,1.01633,1.01615,1.01742,1.01991,1.01986,1.01996,1.01995,0.00000
6.26000,0.00000,1.01995,1.01936,1.01856,1.01830,1.01648,1.01655,1.01620,1.01696,1.01778,1.01752,1.01752,1.01747,1.01996,1.02001,1.01986,1.02005,0.00000
6.27000,0.00000,1.01522,1.01351,1.01612,1.01439,1.00996,1.01490,1.01446,1.01434,1.01470,1.01433,1.01463,1.01395,1.01991,1.01991,1.01996,1.02005,0.00000
6.28000,0.00000,1.01329,1.01419,1.01390,1.01393,1.01249,1.01366,1.01374,1.01386,1.01354,1.01325,1.01362,1.01370,1.01996,1.01996,1.01996,1.01989,0.00000
6.29000,0.00000,1.01517,1.01530,1.01437,1.01469,1.01254,1.01407,1.01390,1.01402,1.01391,1.01381,1.01392,1.01414,1.01986,1.01996,1.01991,1.02000,0.00000
6.30000,0.00000,1.01335,1.01430,1.01405,1.01348,1.01370,1.01366,1.01349,1.01350,1.01322,1.01309,1.01351,1.01312,1.01991,1.01996,1.02001,1.01995,0.00000
6.31000,0.00000,1.01213,1.01082,1.01268,1.01185,1.00954,1.01278,1.01257,1.01182,1.01226,1.01207,1.01199,1.01124,1.01991,1.01991,1.01996,1.01989,0.00000
6.32000,0.00000,1.01370,1.01424,1.01331,1.01322,1.01517,1.01288,1.01293,1.01271,1.01269,1.01243,1.01250,1.01274,1.01991,1.02001,1.01986,1.01989,0.00000
6.33000,0.00000,1.01802,1.01683,1.01543,1.01551,1.01633,1.01448,1.01431,1.01481,1.01523,1.01489,1.01473,1.01515,1.01986,1.01996,1.01996,1.01989,0.00000
6.34000,0.00000,1.01700,1.01704,1.01612,1.01591,1.01601,1.01474,1.01461,1.01507,1.01513,1.01515,1.01519,1.01559,1.01986,1.02001,1.01996,1.01989,0.00000
6.35000,0.00000,1.01395,1.01293,1.01390,1.01358,1.01059,1.01376,1.01359,1.01323,1.01338,1.01304,1.01351,1.01288,1.01991,1.02006,1.02001,1.02011,0.00000
6.36000,0.00000,1.01304,1.01235,1.01379,1.01277,1.01022,1.01309,1.01303,1.01276,1.01290,1.01279,1.01270,1.01221,1.01986,1.02001,1.01996,1.02005,0.00000
6.37000,0.00000,1.01167,1.01224,1.01241,1.01175,1.01243,1.01231,1.01206,1.01171,1.01168,1.01145,1.01159,1.01129,1.01991,1.01991,1.02006,1.01989,0.00000
6.38000,0.00000,1.01355,1.01356,1.01342,1.01292,1.01291,1.01267,1.01277,1.01250,1.01248,1.01248,1.01250,1.01250,1.02001,1.01991,1.01996,1.02000,0.00000
6.39000,0.00000,1.01517,1.01493,1.01416,1.01409,1.01275,1.01335,1.01313,1.01344,1.01348,1.01330,1.01351,1.01361,1.02001,1.01996,1.01981,1.02000,0.00000
6.40000,0.00000,1.01441,1.01298,1.01421,1.01332,1.01028,1.01324,1.01308,1.01297,1.01354,1.01330,1.01331,1.01288,1.01991,1.01991,1.02001,1.01989,0.00000
6.41000,0.00000,1.01294,1.01229,1.01215,1.01241,1.01038,1.01226,1.01221,1.01213,1.01205,1.01181,1.01194,1.01177,1.01996,1.01986,1.01996,1.01984,0.00000
6.42000,0.00000,1.01258,1.01430,1.01114,1.01256,1.01517,1.01185,1.01201,1.01198,1.01173,1.01181,1.01179,1.01240,1.01996,1.01996,1.01991,1.01989,0.00000
6.43000,0.00000,1.01588,1.01567,1.01437,1.01424,1.01633,1.01329,1.01334,1.01365,1.01386,1.01371,1.01372,1.01385,1.01996,1.01996,1.01991,1.01984,0.00000
6.44000,0.00000,1.01553,1.01577,1.01405,1.01464,1.01554,1.01350,1.01344,1.01376,1.01386,1.01366,1.01377,1.01414,1.01991,1.02001,1.02011,1.02000,0.00000
6.45000,0.00000,1.01411,1.01140,1.01469,1.01241,1.01043,1.01360,1.01293,1.01271,1.01327,1.01279,1.01321,1.01216,1.01996,1.01996,1.01996,1.01995,0.00000
6.46000,0.00000,1.01335,1.01272,1.01321,1.01277,1.00949,1.01278,1.01267,1.01266,1.01269,1.01253,1.01245,1.01250,1.01996,1.02006,1.01981,1.01995,0.00000
6.47000,0.00000,1.01350,1.01293,1.01231,1.01251,1.01285,1.01231,1.01226,1.01245,1.01242,1.01232,1.01235,1.01235,1.01986,1.02001,1.01996,1.01995,0.00000
6.48000,0.00000,1.01411,1.01651,1.01337,1.01419,1.01643,1.01283,1.01272,1.01323,1.01274,1.01284,1.01296,1.01361,1.01996,1.02006,1.01996,1.02016,0.00000
6.49000,0.00000,1.01659,1.01846,1.01469,1.01617,1.01943,1.01402,1.01420,1.01491,1.01470,1.01500,1.01463,1.01549,1.01991,1.01996,1.01986,1.01984,0.00000
6.50000,0.00000,1.01634,1.01630,1.01586,1.01561,1.01370,1.01443,1.01451,1.01486,1.01476,1.01464,1.01498,1.01510,1.01991,1.01991,1.01986,1.01995,0.00000
6.51000,0.00000,1.01243,1.01040,1.01310,1.01170,1.00891,1.01288,1.01252,1.01213,1.01210,1.01191,1.01205,1.01134,1.02001,1.01981,1.02001,1.01995,0.00000
6.52000,0.00000,1.01233,1.01129,1.01289,1.01145,1.01122,1.01252,1.01201,1.01166,1.01173,1.01145,1.01159,1.01129,1.01986,1.01991,1.02001,1.01984,0.00000
6.53000,0.00000,1.01568,1.01662,1.01363,1.01429,1.01885,1.01319,1.01323,1.01360,1.01338,1.01330,1.01321,1.01395,1.02001,1.02001,1.01986,1.01989,0.00000
6.54000,0.00000,1.01857,1.01952,1.01570,1.01728,1.01785,1.01479,1.01487,1.01580,1.01566,1.01567,1.01579,1.01665,1.02001,1.01996,1.01996,1.01995,0.00000
6.55000,0.00000,1.01680,1.01282,1.01580,1.01434,1.00922,1.01474,1.01420,1.01407,1.01481,1.01433,1.01438,1.01346,1.01991,1.02001,1.01986,1.01995,0.00000
6.56000,0.00000,1.01172,1.01135,1.01262,1.01150,1.01122,1.01241,1.01226,1.01182,1.01173,1.01150,1.01159,1.01124,1.01991,1.01991,1.01996,1.02000,0.00000
6.57000,0.00000,1.01131,1.01245,1.01178,1.01160,1.01427,1.01190,1.01180,1.01140,1.01104,1.01083,1.01103,1.01090,1.01991,1.01996,1.02001,1.01995,0.00000
6.58000,0.00000,1.01573,1.01693,1.01453,1.01469,1.01580,1.01345,1.01328,1.01386,1.01354,1.01361,1.01351,1.01404,1.01991,1.01986,1.02001,1.02005,0.00000
6.59000,0.00000,1.01502,1.01345,1.01453,1.01343,1.01028,1.01345,1.01313,1.01302,1.01354,1.01299,1.01336,1.01245,1.01986,1.01996,1.01991,1.02000,0.00000
6.60000,0.00000,1.00954,1.00718,1.01125,1.00906,1.00638,1.01117,1.01062,1.00956,1.00982,1.00944,1.00971,1.00849,1.01991,1.02011,1.01996,1.01995,0.00000
6.61000,0.00000,1.00913,1.00876,1.00897,1.00906,1.00886,1.00993,1.00991,1.00920,1.00887,1.00893,1.00880,1.00897,1.02001,1.02011,1.01996,1.01989,0.00000
6.62000,0.00000,1.01248,1.01324,1.01151,1.01145,1.01275,1.01091,1.01088,1.01061,1.01067,1.01068,1.01047,1.01105,1.01996,1.01996,1.01991,1.01995,0.00000
6.63000,0.00000,1.01710,1.01641,1.01347,1.01480,1.01406,1.01262,1.01267,1.01350,1.01380,1.01345,1.01331,1.01433,1.01986,1.02006,1.01986,1.02005,0.00000
6.64000,0.00000,1.01375,1.01114,1.01246,1.01190,1.00954,1.01185,1.01175,1.01150,1.01189,1.01171,1.01179,1.01119,1.01996,1.01991,1.02006,1.01995,0.00000
