IMPERIAL COLLEGE SUPERSONIC WIND TUNNEL -  NETSCANNER PRESSURE RESULTS FILE - UNIT 2 
Run time: 11:15:27 26-11-2020
Barometric pressure: 1.0199 BarA
Nozzle: Mach 2.0
Camera delay (ms): 0.0000
Missed Packets:  0
Pressure quoted in units of BarA
Time[s], PIV,Ch17(363.5mm),Ch18(383.5mm),Ch19(403.5mm),Ch20(423.5mm),Ch21(443.5mm),Ch22(463.5mm),Ch23(483.5mm),Ch24(503.5mm),Ch25(523.5mm),Ch26(543.5mm),Ch27(563.5mm),Ch28(583.5mm),Ch29(0.0mm),Ch30(0.0mm),Ch31(0.0mm),Ch32(0.0mm),Kulite
3.79000,0.00000,1.01903,1.01862,1.01909,1.01885,1.01827,1.01893,1.01881,1.01879,1.01879,1.01865,1.01878,1.01868,1.02001,1.01996,1.01986,1.02005,0.00000
3.80000,0.00000,1.01857,1.01862,1.01888,1.01860,1.01832,1.01883,1.01865,1.01874,1.01868,1.01865,1.01868,1.01853,1.01986,1.01996,1.01991,1.01984,0.00000
3.81000,0.00000,1.01903,1.01836,1.01872,1.01860,1.01806,1.01872,1.01876,1.01874,1.01868,1.01865,1.01863,1.01863,1.01986,1.02001,1.01986,1.01989,0.00000
3.82000,0.00000,1.01944,1.01983,1.01877,1.01926,1.01953,1.01883,1.01891,1.01900,1.01900,1.01885,1.01899,1.01921,1.01991,1.02006,1.01991,1.02005,0.00000
3.83000,0.00000,1.01913,1.01936,1.01951,1.01916,1.01938,1.01903,1.01891,1.01895,1.01905,1.01880,1.01899,1.01882,1.01991,1.01986,1.01996,1.01995,0.00000
3.84000,0.00000,1.01984,1.01909,1.01951,1.01941,1.01806,1.01919,1.01916,1.01921,1.01942,1.01937,1.01919,1.01940,1.01991,1.01991,1.02006,1.02000,0.00000
3.85000,0.00000,1.01918,1.01862,1.01882,1.01870,1.01817,1.01893,1.01886,1.01879,1.01879,1.01875,1.01883,1.01868,1.02001,1.01991,1.02001,1.01989,0.00000
3.86000,0.00000,1.01923,1.01925,1.01898,1.01901,1.01938,1.01893,1.01886,1.01895,1.01889,1.01891,1.01883,1.01901,1.01996,1.01991,1.01996,1.01995,0.00000
3.87000,0.00000,1.01969,1.02057,1.01935,1.01977,1.02064,1.01919,1.01932,1.01937,1.01937,1.01937,1.01934,1.01969,1.02006,1.02001,1.01986,1.01995,0.00000
3.88000,0.00000,1.01989,1.01946,1.01951,1.01961,1.01869,1.01929,1.01942,1.01921,1.01942,1.01937,1.01939,1.01935,1.01986,1.01996,1.02001,1.01989,0.00000
3.89000,0.00000,1.01878,1.01862,1.01914,1.01880,1.01843,1.01893,1.01901,1.01879,1.01884,1.01885,1.01883,1.01892,1.01996,1.01996,1.01996,1.01995,0.00000
3.90000,0.00000,1.01797,1.01762,1.01840,1.01804,1.01743,1.01841,1.01850,1.01806,1.01815,1.01808,1.01807,1.01781,1.01986,1.01996,1.02001,1.01995,0.00000
3.91000,0.00000,1.01949,1.01899,1.01909,1.01901,1.01869,1.01883,1.01896,1.01911,1.01900,1.01896,1.01893,1.01906,1.01991,1.01986,1.01996,1.02005,0.00000
3.92000,0.00000,1.02000,1.02025,1.01941,1.01972,1.02059,1.01929,1.01922,1.01948,1.01942,1.01937,1.01934,1.01954,1.01996,1.02006,1.02001,1.02000,0.00000
3.93000,0.00000,1.01995,1.01930,1.01967,1.01951,1.01853,1.01935,1.01911,1.01927,1.01927,1.01921,1.01944,1.01925,1.02001,1.02001,1.01996,1.01989,0.00000
3.94000,0.00000,1.01954,1.01814,1.01898,1.01890,1.01811,1.01914,1.01901,1.01885,1.01911,1.01901,1.01904,1.01887,1.01996,1.01991,1.01996,1.02005,0.00000
3.95000,0.00000,1.01857,1.01846,1.01850,1.01855,1.01885,1.01878,1.01865,1.01843,1.01852,1.01855,1.01858,1.01843,1.01980,1.02001,1.02006,1.02005,0.00000
3.96000,0.00000,1.01979,1.02067,1.01919,1.01972,1.02080,1.01924,1.01906,1.01937,1.01927,1.01916,1.01929,1.01950,1.01991,1.02001,1.02006,1.02005,0.00000
3.97000,0.00000,1.02035,1.02015,1.02020,1.01982,1.01996,1.01960,1.01947,1.01948,1.01974,1.01947,1.01969,1.01969,1.01991,1.02006,1.01986,1.01995,0.00000
3.98000,0.00000,1.01974,1.01883,1.01983,1.01946,1.01817,1.01945,1.01947,1.01937,1.01958,1.01947,1.01954,1.01930,1.01991,1.01991,1.02006,1.01984,0.00000
3.99000,0.00000,1.01797,1.01841,1.01866,1.01840,1.01822,1.01857,1.01891,1.01853,1.01858,1.01844,1.01848,1.01834,1.01996,1.01996,1.01991,1.01995,0.00000
4.00000,0.00000,1.01934,1.01930,1.01882,1.01921,1.01843,1.01893,1.01906,1.01890,1.01895,1.01885,1.01878,1.01901,1.02001,1.01981,1.02001,1.01989,0.00000
4.01000,0.00000,1.02030,1.02036,1.01930,1.01972,1.02011,1.01924,1.01922,1.01953,1.01937,1.01942,1.01929,1.01969,1.01991,1.02001,1.01996,1.01974,0.00000
4.02000,0.00000,1.02020,1.01957,1.01951,1.01956,1.01953,1.01940,1.01937,1.01921,1.01942,1.01937,1.01929,1.01945,1.01991,1.01986,1.01996,1.01995,0.00000
4.03000,0.00000,1.01913,1.01888,1.01919,1.01880,1.01948,1.01903,1.01906,1.01890,1.01889,1.01885,1.01904,1.01892,1.01991,1.01991,1.01996,1.01989,0.00000
4.04000,0.00000,1.01812,1.01830,1.01898,1.01840,1.01790,1.01872,1.01876,1.01837,1.01847,1.01844,1.01863,1.01834,1.01996,1.02011,1.01986,1.01989,0.00000
4.05000,0.00000,1.01954,1.01857,1.01903,1.01880,1.01880,1.01888,1.01891,1.01874,1.01895,1.01901,1.01873,1.01868,1.01980,1.02006,1.02001,1.01989,0.00000
4.06000,0.00000,1.01995,1.01946,1.01972,1.01936,1.01906,1.01924,1.01922,1.01916,1.01937,1.01927,1.01924,1.01916,1.02001,1.01991,1.02001,1.01989,0.00000
4.07000,0.00000,1.02005,1.01930,1.01941,1.01921,1.01885,1.01909,1.01901,1.01921,1.01916,1.01921,1.01909,1.01911,1.01986,1.02006,1.02011,1.01984,0.00000
4.08000,0.00000,1.01995,1.01941,1.01903,1.01977,1.01848,1.01924,1.01927,1.01932,1.01937,1.01927,1.01924,1.01940,1.01991,1.02011,1.01991,1.01995,0.00000
4.09000,0.00000,1.01898,1.01920,1.01888,1.01896,1.01948,1.01893,1.01891,1.01874,1.01879,1.01875,1.01883,1.01882,1.01996,1.02001,1.01991,1.01984,0.00000
4.10000,0.00000,1.01847,1.01904,1.01888,1.01880,1.01869,1.01872,1.01870,1.01858,1.01852,1.01855,1.01868,1.01848,1.02001,1.01991,1.02001,1.02000,0.00000
4.11000,0.00000,1.01918,1.01883,1.01930,1.01890,1.01932,1.01888,1.01876,1.01869,1.01879,1.01865,1.01873,1.01858,1.01996,1.01991,1.01991,1.01989,0.00000
4.12000,0.00000,1.01944,1.01878,1.01935,1.01890,1.01938,1.01898,1.01876,1.01879,1.01895,1.01885,1.01888,1.01877,1.01986,1.02006,1.01991,1.02000,0.00000
4.13000,0.00000,1.01939,1.01904,1.01935,1.01911,1.01869,1.01903,1.01896,1.01879,1.01889,1.01880,1.01893,1.01877,1.01991,1.01996,1.01991,1.01995,0.00000
4.14000,0.00000,1.02015,1.01920,1.01898,1.01941,1.01853,1.01898,1.01916,1.01906,1.01921,1.01911,1.01909,1.01916,1.01986,1.01996,1.01986,1.02000,0.00000
4.15000,0.00000,1.01908,1.01973,1.01919,1.01916,1.01959,1.01893,1.01896,1.01895,1.01895,1.01885,1.01888,1.01921,1.01975,1.02006,1.01991,1.01995,0.00000
4.16000,0.00000,1.01954,1.01952,1.01893,1.01916,1.02053,1.01898,1.01896,1.01895,1.01900,1.01896,1.01888,1.01906,1.02001,1.01996,1.02001,1.01984,0.00000
4.17000,0.00000,1.01837,1.01857,1.01882,1.01875,1.01759,1.01867,1.01850,1.01853,1.01852,1.01844,1.01858,1.01834,1.01991,1.02001,1.01996,1.02000,0.00000
4.18000,0.00000,1.01923,1.01809,1.01925,1.01855,1.01733,1.01878,1.01870,1.01858,1.01884,1.01860,1.01868,1.01843,1.02001,1.01991,1.02001,1.01989,0.00000
4.19000,0.00000,1.01893,1.01967,1.01840,1.01916,1.01969,1.01836,1.01870,1.01879,1.01863,1.01860,1.01868,1.01896,1.01991,1.01996,1.01986,1.01989,0.00000
4.20000,0.00000,1.01918,1.01930,1.01951,1.01890,1.01859,1.01883,1.01876,1.01879,1.01884,1.01865,1.01888,1.01853,1.01991,1.02001,1.01991,1.02000,0.00000
4.21000,0.00000,1.01939,1.01957,1.01930,1.01916,1.01864,1.01888,1.01896,1.01906,1.01905,1.01896,1.01893,1.01916,1.01986,1.01996,1.02001,1.02000,0.00000
4.22000,0.00000,1.01817,1.01767,1.01877,1.01819,1.01664,1.01857,1.01845,1.01827,1.01826,1.01824,1.01828,1.01819,1.02006,1.01996,1.01986,1.01989,0.00000
4.23000,0.00000,1.01807,1.01778,1.01819,1.01804,1.01775,1.01810,1.01824,1.01811,1.01805,1.01803,1.01792,1.01790,1.01991,1.01996,1.01996,1.01995,0.00000
4.24000,0.00000,1.01863,1.01857,1.01824,1.01845,1.01859,1.01826,1.01830,1.01811,1.01815,1.01824,1.01812,1.01824,1.01996,1.01986,1.01996,1.01984,0.00000
4.25000,0.00000,1.01959,1.01899,1.01935,1.01880,1.01911,1.01883,1.01865,1.01874,1.01900,1.01865,1.01878,1.01853,1.01991,1.01996,1.02001,1.02000,0.00000
4.26000,0.00000,1.01954,1.01915,1.01866,1.01916,1.01896,1.01867,1.01870,1.01895,1.01889,1.01891,1.01883,1.01906,1.01991,1.02001,1.01996,1.01989,0.00000
4.27000,0.00000,1.01812,1.01857,1.01872,1.01830,1.01869,1.01831,1.01819,1.01806,1.01805,1.01798,1.01823,1.01795,1.01986,1.02001,1.01991,1.02000,0.00000
4.28000,0.00000,1.01863,1.01830,1.01856,1.01840,1.01727,1.01826,1.01845,1.01837,1.01842,1.01844,1.01823,1.01839,1.02001,1.01991,1.01996,1.01995,0.00000
4.29000,0.00000,1.01868,1.01851,1.01835,1.01835,1.01875,1.01826,1.01835,1.01843,1.01820,1.01813,1.01823,1.01839,1.02001,1.01996,1.01996,1.01989,0.00000
4.30000,0.00000,1.01797,1.01878,1.01850,1.01850,1.01864,1.01821,1.01824,1.01816,1.01810,1.01824,1.01817,1.01800,1.02006,1.01996,1.02001,1.01979,0.00000
4.31000,0.00000,1.01934,1.01904,1.01888,1.01906,1.01864,1.01857,1.01860,1.01874,1.01879,1.01865,1.01868,1.01882,1.01986,1.01996,1.01996,1.01995,0.00000
4.32000,0.00000,1.02005,1.01920,1.01930,1.01916,1.01806,1.01893,1.01881,1.01885,1.01905,1.01880,1.01888,1.01892,1.01991,1.01986,1.02001,1.02000,0.00000
4.33000,0.00000,1.01969,1.01872,1.01888,1.01911,1.01706,1.01888,1.01886,1.01885,1.01895,1.01911,1.01893,1.01896,1.01986,1.01991,1.02001,1.01979,0.00000
4.34000,0.00000,1.01837,1.01830,1.01787,1.01830,1.01875,1.01816,1.01835,1.01806,1.01805,1.01808,1.01807,1.01819,1.01986,1.02006,1.02006,1.02000,0.00000
4.35000,0.00000,1.01807,1.01872,1.01824,1.01825,1.01948,1.01816,1.01814,1.01806,1.01799,1.01798,1.01812,1.01814,1.01996,1.01991,1.02001,1.02000,0.00000
4.36000,0.00000,1.01898,1.01888,1.01930,1.01860,1.01838,1.01857,1.01850,1.01858,1.01873,1.01870,1.01868,1.01834,1.01996,1.01991,1.01996,1.01989,0.00000
4.37000,0.00000,1.01939,1.01788,1.01935,1.01875,1.01790,1.01878,1.01870,1.01853,1.01879,1.01870,1.01873,1.01848,1.01996,1.01996,1.01996,1.01989,0.00000
4.38000,0.00000,1.01878,1.01778,1.01866,1.01830,1.01680,1.01831,1.01850,1.01827,1.01858,1.01834,1.01838,1.01824,1.02001,1.01991,1.01996,1.01995,0.00000
4.39000,0.00000,1.01807,1.01841,1.01771,1.01835,1.01754,1.01805,1.01824,1.01811,1.01799,1.01819,1.01787,1.01819,1.01991,1.01996,1.01986,1.02000,0.00000
4.40000,0.00000,1.01923,1.01967,1.01829,1.01890,1.02027,1.01847,1.01840,1.01832,1.01847,1.01849,1.01828,1.01882,1.01986,1.01991,1.01991,1.02011,0.00000
4.41000,0.00000,1.02035,1.02083,1.01956,1.02002,1.02195,1.01909,1.01896,1.01927,1.01937,1.01932,1.01924,1.01964,1.01996,1.01986,1.01996,1.02000,0.00000
4.42000,0.00000,1.02061,1.01973,1.02025,1.01967,1.01959,1.01955,1.01927,1.01942,1.01969,1.01942,1.01959,1.01950,1.02001,1.01986,1.01991,1.01984,0.00000
4.43000,0.00000,1.01913,1.01756,1.01962,1.01850,1.01612,1.01914,1.01886,1.01885,1.01905,1.01870,1.01904,1.01843,1.01991,1.01991,1.02006,1.01989,0.00000
4.44000,0.00000,1.01761,1.01667,1.01766,1.01738,1.01638,1.01805,1.01794,1.01780,1.01767,1.01747,1.01762,1.01732,1.01996,1.01986,1.01991,1.01995,0.00000
4.45000,0.00000,1.01751,1.01825,1.01787,1.01759,1.01985,1.01790,1.01778,1.01748,1.01736,1.01757,1.01741,1.01747,1.01991,1.01991,1.01986,1.02005,0.00000
4.46000,0.00000,1.02040,1.02089,1.01930,1.01977,1.02122,1.01878,1.01876,1.01916,1.01921,1.01927,1.01909,1.01954,1.01991,1.02001,1.01991,1.02005,0.00000
4.47000,0.00000,1.02025,1.01936,1.01967,1.01926,1.01796,1.01924,1.01891,1.01921,1.01937,1.01911,1.01929,1.01916,1.01996,1.01986,1.01991,1.01995,0.00000
4.48000,0.00000,1.01827,1.01704,1.01893,1.01794,1.01522,1.01841,1.01824,1.01811,1.01826,1.01813,1.01828,1.01785,1.01996,1.01996,1.02001,1.01989,0.00000
4.49000,0.00000,1.01771,1.01862,1.01760,1.01804,1.01927,1.01779,1.01804,1.01801,1.01783,1.01777,1.01777,1.01814,1.02001,1.01996,1.02001,1.02011,0.00000
4.50000,0.00000,1.01908,1.02046,1.01882,1.01921,1.02148,1.01852,1.01860,1.01869,1.01858,1.01849,1.01868,1.01877,1.01996,1.02006,1.01986,1.02000,0.00000
4.51000,0.00000,1.02081,1.02115,1.01983,1.02022,1.02069,1.01919,1.01932,1.01953,1.01958,1.01968,1.01964,1.02007,1.01996,1.01991,1.02001,1.01989,0.00000
4.52000,0.00000,1.01969,1.01809,1.01925,1.01870,1.01669,1.01919,1.01886,1.01879,1.01911,1.01885,1.01888,1.01863,1.01986,1.02006,1.01986,1.02000,0.00000
4.53000,0.00000,1.01720,1.01699,1.01824,1.01754,1.01480,1.01805,1.01789,1.01780,1.01773,1.01762,1.01767,1.01728,1.02012,1.01996,1.02011,1.02005,0.00000
4.54000,0.00000,1.01807,1.01809,1.01734,1.01784,1.01764,1.01785,1.01789,1.01769,1.01767,1.01772,1.01752,1.01757,1.01996,1.01991,1.02001,1.01989,0.00000
4.55000,0.00000,1.01837,1.01883,1.01835,1.01809,1.01943,1.01821,1.01799,1.01801,1.01799,1.01808,1.01802,1.01800,1.02001,1.01991,1.01991,1.02000,0.00000
4.56000,0.00000,1.01837,1.01862,1.01824,1.01840,1.01843,1.01810,1.01814,1.01801,1.01820,1.01813,1.01817,1.01800,1.02012,1.02001,1.01981,1.01974,0.00000
4.57000,0.00000,1.01766,1.01735,1.01803,1.01769,1.01643,1.01785,1.01804,1.01769,1.01773,1.01762,1.01767,1.01737,1.01991,1.01996,1.01986,1.01989,0.00000
4.58000,0.00000,1.01863,1.01778,1.01808,1.01794,1.01669,1.01800,1.01799,1.01774,1.01805,1.01793,1.01767,1.01781,1.02001,1.02001,1.01991,1.01984,0.00000
4.59000,0.00000,1.01934,1.01946,1.01813,1.01880,1.01990,1.01810,1.01809,1.01843,1.01836,1.01834,1.01838,1.01882,1.01986,1.01991,1.01986,1.02005,0.00000
4.60000,0.00000,1.01908,1.01894,1.01850,1.01860,1.01911,1.01821,1.01819,1.01832,1.01820,1.01813,1.01828,1.01839,1.01991,1.02001,1.02006,1.01995,0.00000
4.61000,0.00000,1.01939,1.01936,1.01919,1.01906,1.01859,1.01872,1.01850,1.01869,1.01895,1.01880,1.01888,1.01896,1.01996,1.02011,1.01991,1.01995,0.00000
4.62000,0.00000,1.01863,1.01804,1.01819,1.01825,1.01759,1.01826,1.01830,1.01816,1.01815,1.01803,1.01817,1.01819,1.02006,1.01991,1.01991,1.02000,0.00000
4.63000,0.00000,1.01827,1.01720,1.01824,1.01754,1.01748,1.01810,1.01794,1.01769,1.01789,1.01767,1.01777,1.01757,1.01991,1.01996,1.01991,1.01989,0.00000
4.64000,0.00000,1.01888,1.01925,1.01835,1.01870,1.01932,1.01821,1.01824,1.01832,1.01836,1.01829,1.01823,1.01863,1.01991,1.02006,1.01996,1.02000,0.00000
4.65000,0.00000,1.01995,1.02031,1.01919,1.01951,1.02043,1.01878,1.01865,1.01895,1.01927,1.01891,1.01899,1.01921,1.01980,1.02006,1.01991,1.02000,0.00000
4.66000,0.00000,1.02040,1.01983,1.01978,1.01972,1.01869,1.01898,1.01916,1.01921,1.01942,1.01942,1.01949,1.01959,1.01991,1.01996,1.02001,1.01995,0.00000
4.67000,0.00000,1.01807,1.01809,1.01866,1.01814,1.01733,1.01831,1.01835,1.01806,1.01820,1.01798,1.01817,1.01785,1.01986,1.01991,1.01981,1.01984,0.00000
4.68000,0.00000,1.01700,1.01788,1.01792,1.01779,1.01759,1.01795,1.01799,1.01769,1.01746,1.01767,1.01772,1.01752,1.02001,1.01991,1.02006,1.01979,0.00000
4.69000,0.00000,1.01954,1.01962,1.01898,1.01911,1.02027,1.01847,1.01845,1.01858,1.01873,1.01870,1.01853,1.01896,1.01991,1.02006,1.02001,1.01995,0.00000
4.70000,0.00000,1.01989,1.01978,1.01956,1.01936,1.01932,1.01893,1.01891,1.01890,1.01911,1.01901,1.01914,1.01911,1.01991,1.02001,1.01991,1.01989,0.00000
4.71000,0.00000,1.01863,1.01778,1.01925,1.01840,1.01543,1.01878,1.01845,1.01832,1.01868,1.01839,1.01853,1.01814,1.02006,1.01991,1.01991,1.01995,0.00000
4.72000,0.00000,1.01725,1.01799,1.01723,1.01769,1.01796,1.01759,1.01789,1.01759,1.01730,1.01752,1.01736,1.01747,1.01986,1.01986,1.01991,1.02005,0.00000
4.73000,0.00000,1.01781,1.01788,1.01755,1.01779,1.01796,1.01785,1.01778,1.01769,1.01741,1.01747,1.01752,1.01761,1.01986,1.01996,1.02006,1.01989,0.00000
4.74000,0.00000,1.02010,1.01994,1.01888,1.01936,1.01943,1.01847,1.01855,1.01874,1.01895,1.01891,1.01873,1.01896,1.01996,1.02001,1.01975,1.02005,0.00000
4.75000,0.00000,1.01868,1.01783,1.01941,1.01835,1.01717,1.01841,1.01850,1.01827,1.01847,1.01849,1.01858,1.01824,1.01986,1.02001,1.02006,1.01989,0.00000
4.76000,0.00000,1.01807,1.01709,1.01813,1.01789,1.01564,1.01805,1.01789,1.01780,1.01799,1.01783,1.01782,1.01757,1.01991,1.02001,1.01986,1.02005,0.00000
4.77000,0.00000,1.01776,1.01783,1.01745,1.01728,1.01848,1.01753,1.01778,1.01733,1.01725,1.01741,1.01736,1.01747,1.01996,1.02001,1.01991,1.01984,0.00000
4.78000,0.00000,1.01979,1.01999,1.01893,1.01880,1.01974,1.01831,1.01835,1.01858,1.01858,1.01860,1.01843,1.01887,1.01996,1.01996,1.01986,1.02000,0.00000
4.79000,0.00000,1.02035,1.02025,1.01935,1.01956,1.01996,1.01883,1.01870,1.01921,1.01911,1.01911,1.01914,1.01950,1.01991,1.01991,1.01996,1.01984,0.00000
4.80000,0.00000,1.01868,1.01841,1.01893,1.01850,1.01727,1.01857,1.01845,1.01832,1.01847,1.01834,1.01863,1.01834,1.01991,1.02001,1.01986,1.02005,0.00000
4.81000,0.00000,1.01776,1.01693,1.01819,1.01748,1.01601,1.01805,1.01799,1.01764,1.01794,1.01772,1.01767,1.01742,1.01991,1.01996,1.01991,1.02005,0.00000
4.82000,0.00000,1.01827,1.01814,1.01792,1.01784,1.01806,1.01795,1.01784,1.01780,1.01783,1.01762,1.01762,1.01757,1.01991,1.02016,1.01981,1.01984,0.00000
4.83000,0.00000,1.01979,1.02031,1.01856,1.01916,1.01980,1.01831,1.01840,1.01848,1.01863,1.01860,1.01843,1.01877,1.01986,1.02006,1.02006,1.01995,0.00000
4.84000,0.00000,1.01929,1.01967,1.01903,1.01901,1.01917,1.01852,1.01840,1.01869,1.01873,1.01860,1.01868,1.01868,1.01996,1.01986,1.02006,1.01989,0.00000
4.85000,0.00000,1.01771,1.01799,1.01824,1.01799,1.01717,1.01810,1.01804,1.01790,1.01783,1.01767,1.01792,1.01766,1.01986,1.02001,1.01996,1.02000,0.00000
4.86000,0.00000,1.01654,1.01625,1.01787,1.01672,1.01648,1.01759,1.01722,1.01696,1.01709,1.01690,1.01706,1.01646,1.01991,1.01996,1.01996,1.01989,0.00000
4.87000,0.00000,1.01766,1.01677,1.01782,1.01728,1.01643,1.01759,1.01748,1.01722,1.01730,1.01726,1.01711,1.01708,1.01986,1.01996,1.01991,1.01995,0.00000
4.88000,0.00000,1.02040,1.01899,1.01850,1.01855,1.01864,1.01821,1.01809,1.01837,1.01858,1.01849,1.01817,1.01858,1.01986,1.01996,1.01996,1.01995,0.00000
4.89000,0.00000,1.02000,1.01962,1.01877,1.01885,1.01906,1.01852,1.01840,1.01858,1.01847,1.01855,1.01848,1.01882,1.01996,1.01996,1.01981,1.02005,0.00000
4.90000,0.00000,1.01817,1.01814,1.01829,1.01799,1.01785,1.01800,1.01809,1.01790,1.01789,1.01783,1.01797,1.01795,1.01991,1.02001,1.01986,1.01989,0.00000
4.91000,0.00000,1.01731,1.01814,1.01697,1.01759,1.01848,1.01738,1.01743,1.01748,1.01709,1.01716,1.01721,1.01771,1.01986,1.02011,1.01986,1.01995,0.00000
4.92000,0.00000,1.01659,1.01783,1.01713,1.01708,1.01832,1.01722,1.01717,1.01696,1.01677,1.01680,1.01696,1.01708,1.01996,1.01991,1.01991,1.02005,0.00000
4.93000,0.00000,1.01934,1.01756,1.01898,1.01804,1.01617,1.01816,1.01814,1.01795,1.01842,1.01829,1.01802,1.01761,1.02001,1.01996,1.01996,1.01984,0.00000
4.94000,0.00000,1.01939,1.01846,1.01903,1.01835,1.01806,1.01816,1.01789,1.01811,1.01831,1.01824,1.01812,1.01814,1.02001,1.01996,1.02001,1.02000,0.00000
4.95000,0.00000,1.01893,1.01783,1.01813,1.01814,1.01669,1.01810,1.01804,1.01801,1.01815,1.01824,1.01802,1.01800,1.01991,1.01986,1.01991,1.01984,0.00000
4.96000,0.00000,1.01766,1.01741,1.01750,1.01748,1.01675,1.01753,1.01732,1.01753,1.01736,1.01736,1.01736,1.01742,1.02001,1.02001,1.01986,1.02000,0.00000
4.97000,0.00000,1.01771,1.01799,1.01750,1.01743,1.01927,1.01738,1.01743,1.01733,1.01730,1.01721,1.01726,1.01728,1.01991,1.01996,1.01986,1.02000,0.00000
4.98000,0.00000,1.01822,1.01920,1.01813,1.01825,1.01985,1.01774,1.01784,1.01780,1.01762,1.01767,1.01767,1.01795,1.02006,1.02001,1.01991,1.01995,0.00000
4.99000,0.00000,1.01929,1.01962,1.01872,1.01875,1.02043,1.01810,1.01804,1.01843,1.01831,1.01824,1.01828,1.01858,1.01996,1.02001,1.02001,1.01989,0.00000
5.00000,0.00000,1.01939,1.01783,1.01903,1.01840,1.01627,1.01847,1.01819,1.01816,1.01863,1.01824,1.01828,1.01795,1.01980,1.02001,1.01991,1.02000,0.00000
5.01000,0.00000,1.01878,1.01741,1.01866,1.01784,1.01585,1.01800,1.01784,1.01790,1.01820,1.01788,1.01797,1.01757,1.02001,1.01996,1.02001,1.02005,0.00000
5.02000,0.00000,1.01802,1.01720,1.01766,1.01738,1.01590,1.01769,1.01743,1.01743,1.01751,1.01731,1.01736,1.01723,1.02001,1.01991,1.01991,1.02005,0.00000
5.03000,0.00000,1.01863,1.01857,1.01803,1.01794,1.01806,1.01759,1.01778,1.01780,1.01794,1.01788,1.01772,1.01771,1.01996,1.02001,1.01996,1.01995,0.00000
5.04000,0.00000,1.01807,1.01788,1.01750,1.01779,1.01859,1.01753,1.01748,1.01759,1.01762,1.01752,1.01736,1.01742,1.02006,1.01991,1.01986,1.01995,0.00000
5.05000,0.00000,1.01761,1.01688,1.01729,1.01713,1.01590,1.01728,1.01737,1.01717,1.01709,1.01705,1.01711,1.01703,1.02001,1.02001,1.01996,1.01984,0.00000
5.06000,0.00000,1.01705,1.01756,1.01697,1.01718,1.01806,1.01712,1.01686,1.01675,1.01677,1.01669,1.01681,1.01679,1.02001,1.01996,1.01996,1.01995,0.00000
5.07000,0.00000,1.01776,1.01846,1.01787,1.01748,1.01953,1.01728,1.01722,1.01727,1.01709,1.01716,1.01711,1.01728,1.02006,1.01986,1.02006,1.02000,0.00000
5.08000,0.00000,1.01989,1.01846,1.01956,1.01840,1.01801,1.01831,1.01804,1.01811,1.01847,1.01819,1.01823,1.01800,1.01996,1.01986,1.01975,1.01995,0.00000
5.09000,0.00000,1.01944,1.01867,1.01882,1.01870,1.01659,1.01826,1.01814,1.01822,1.01852,1.01839,1.01838,1.01834,1.02006,1.02001,1.02006,1.01995,0.00000
5.10000,0.00000,1.01756,1.01699,1.01755,1.01748,1.01638,1.01753,1.01753,1.01722,1.01720,1.01726,1.01726,1.01703,1.02001,1.02006,1.01986,1.01995,0.00000
5.11000,0.00000,1.01695,1.01683,1.01745,1.01693,1.01627,1.01712,1.01707,1.01680,1.01683,1.01690,1.01701,1.01670,1.01996,1.01996,1.01981,1.01989,0.00000
5.12000,0.00000,1.01797,1.01841,1.01782,1.01754,1.01796,1.01728,1.01722,1.01727,1.01725,1.01721,1.01726,1.01752,1.01991,1.01996,1.01996,1.01995,0.00000
5.13000,0.00000,1.01776,1.01814,1.01734,1.01743,1.01759,1.01722,1.01727,1.01717,1.01714,1.01721,1.01716,1.01732,1.01996,1.02001,1.01991,1.01984,0.00000
5.14000,0.00000,1.01827,1.01667,1.01813,1.01718,1.01533,1.01743,1.01727,1.01722,1.01736,1.01726,1.01741,1.01694,1.01986,1.01986,1.01996,1.01995,0.00000
5.15000,0.00000,1.01751,1.01625,1.01718,1.01662,1.01559,1.01702,1.01686,1.01680,1.01677,1.01675,1.01665,1.01660,1.01996,1.01996,1.02001,1.01984,0.00000
5.16000,0.00000,1.01644,1.01683,1.01665,1.01642,1.01512,1.01655,1.01645,1.01628,1.01635,1.01628,1.01625,1.01621,1.01991,1.02001,1.01986,1.01979,0.00000
5.17000,0.00000,1.01776,1.01778,1.01670,1.01723,1.01843,1.01666,1.01681,1.01691,1.01688,1.01685,1.01671,1.01718,1.01991,1.01981,1.02006,1.01984,0.00000
5.18000,0.00000,1.01868,1.01814,1.01734,1.01784,1.01859,1.01722,1.01722,1.01727,1.01751,1.01741,1.01736,1.01766,1.01980,1.01996,1.01996,1.01995,0.00000
5.19000,0.00000,1.01776,1.01699,1.01829,1.01708,1.01527,1.01743,1.01702,1.01712,1.01736,1.01721,1.01731,1.01674,1.01996,1.01991,1.01996,1.01995,0.00000
5.20000,0.00000,1.01695,1.01498,1.01665,1.01627,1.01343,1.01671,1.01656,1.01638,1.01656,1.01623,1.01640,1.01592,1.01996,1.01991,1.01996,1.01984,0.00000
5.21000,0.00000,1.01624,1.01577,1.01633,1.01581,1.01569,1.01619,1.01615,1.01601,1.01603,1.01592,1.01595,1.01578,1.01996,1.01996,1.01986,1.01995,0.00000
