IMPERIAL COLLEGE SUPERSONIC WIND TUNNEL -  NETSCANNER PRESSURE RESULTS FILE - UNIT 1 
Run time: 11:15:27 26-11-2020
Barometric pressure: 1.0199 BarA
Nozzle: Mach 2.0
Camera delay (ms): 0.0000
Missed Packets:  0
Pressure quoted in units of BarA
Time[s] ,Ch1(33.0mm),Ch2(53.0mm),Ch3(73.0mm),Ch4(93.0mm),Ch5(113.0mm),Ch6(133.0mm),Ch7(153.0mm),Ch8(173.0mm),Ch9(193.0mm),Ch10(0.0mm),Ch11(213.0mm),Ch12(233.0mm),Ch13(253.0mm),Ch14(273.0mm),Ch15(0.0mm),Ch16(0.0mm)
13.93000,1.21616,1.06567,0.92410,0.79509,0.64861,0.48866,0.37250,0.27952,0.24762,0.77308,0.27480,0.39153,0.41452,0.42330,1.01985,1.62921
13.94000,1.21858,1.06770,0.92588,0.79620,0.64958,0.48947,0.37296,0.27999,0.24601,0.77182,0.26794,0.38998,0.41316,0.42272,1.01985,1.63103
13.95000,1.21765,1.06786,0.92631,0.79742,0.65045,0.49019,0.37363,0.28019,0.24476,0.77056,0.26197,0.37692,0.40925,0.42131,1.01974,1.63346
13.96000,1.21945,1.06925,0.92771,0.79832,0.65137,0.49069,0.37420,0.28045,0.24367,0.76925,0.25682,0.35941,0.40669,0.41913,1.01990,1.63407
13.97000,1.22090,1.07037,0.92836,0.79917,0.65193,0.49115,0.37448,0.28077,0.24242,0.76804,0.25272,0.34851,0.40826,0.41782,1.01985,1.63559
13.98000,1.22260,1.07176,0.92976,0.80028,0.65285,0.49217,0.37516,0.28113,0.24149,0.76647,0.24887,0.35052,0.40888,0.41756,1.01969,1.63953
13.99000,1.22440,1.07379,0.93138,0.80134,0.65377,0.49308,0.37555,0.28134,0.24076,0.76526,0.24575,0.34778,0.40930,0.41746,1.01974,1.64227
14.00000,1.22574,1.07454,0.93197,0.80250,0.65443,0.49364,0.37634,0.28175,0.23998,0.76389,0.24290,0.34190,0.40753,0.41714,1.01974,1.64348
14.01000,1.22688,1.07593,0.93294,0.80351,0.65551,0.49440,0.37674,0.28217,0.23920,0.76269,0.24066,0.33048,0.40502,0.41584,1.01990,1.64530
14.02000,1.23177,1.07870,0.93515,0.80467,0.65622,0.49527,0.37719,0.28238,0.23868,0.76122,0.23864,0.31793,0.40528,0.41516,1.01985,1.64773
14.03000,1.22868,1.07785,0.93477,0.80547,0.65684,0.49593,0.37793,0.28259,0.23827,0.75985,0.23697,0.30713,0.40397,0.41443,1.01990,1.64804
14.04000,1.23373,1.08100,0.93725,0.80658,0.65801,0.49679,0.37838,0.28295,0.23780,0.75885,0.23547,0.29732,0.40220,0.41381,1.01985,1.65016
14.05000,1.23316,1.08116,0.93785,0.80737,0.65857,0.49745,0.37900,0.28326,0.23743,0.75728,0.23432,0.28854,0.39223,0.41344,1.01995,1.65259
14.06000,1.23492,1.08298,0.93946,0.80870,0.65995,0.49796,0.37962,0.28363,0.23717,0.75607,0.23329,0.28100,0.36931,0.41266,1.01985,1.65715
14.07000,1.23698,1.08442,0.94065,0.80960,0.66061,0.49862,0.38013,0.28399,0.23697,0.75460,0.23235,0.27423,0.34195,0.41110,1.01995,1.65684
14.08000,1.23780,1.08554,0.94151,0.81071,0.66138,0.49913,0.38041,0.28435,0.23671,0.75360,0.23183,0.26850,0.31965,0.40594,1.01974,1.66079
14.09000,1.24002,1.08714,0.94286,0.81177,0.66220,0.50004,0.38092,0.28456,0.23665,0.75208,0.23115,0.26328,0.30169,0.39707,1.01980,1.66231
14.10000,1.24079,1.08805,0.94361,0.81293,0.66281,0.50065,0.38148,0.28487,0.23650,0.75098,0.23079,0.25878,0.28728,0.38258,1.01995,1.66383
14.11000,1.24425,1.09046,0.94582,0.81378,0.66424,0.50141,0.38199,0.28555,0.23655,0.74956,0.23032,0.25486,0.27584,0.36767,1.01990,1.66777
14.12000,1.24553,1.09249,0.94760,0.81526,0.66526,0.50212,0.38273,0.28571,0.23650,0.74820,0.23017,0.25140,0.26645,0.35359,1.01974,1.67111
14.13000,1.24956,1.09495,0.94981,0.81659,0.66674,0.50324,0.38323,0.28623,0.23634,0.74673,0.22996,0.24850,0.25887,0.34118,1.01974,1.67142
14.14000,1.25007,1.09612,0.95046,0.81791,0.66746,0.50395,0.38386,0.28664,0.23639,0.74568,0.22996,0.24592,0.25261,0.33003,1.01995,1.67597
14.15000,1.25384,1.09847,0.95305,0.81934,0.66879,0.50502,0.38431,0.28706,0.23660,0.74463,0.22986,0.24360,0.24853,0.32268,1.01980,1.67962
14.16000,1.25471,1.09970,0.95380,0.82045,0.66950,0.50543,0.38493,0.28773,0.23671,0.74342,0.22996,0.24163,0.25135,0.32810,1.01980,1.68083
14.17000,1.25554,1.10072,0.95467,0.82146,0.67042,0.50624,0.38561,0.28810,0.23681,0.74221,0.22996,0.23988,0.24780,0.33190,1.01990,1.68205
14.18000,1.25610,1.10179,0.95564,0.82268,0.67139,0.50725,0.38617,0.28820,0.23691,0.74101,0.23006,0.23843,0.24384,0.32674,1.01974,1.68387
14.19000,1.25652,1.10237,0.95688,0.82368,0.67231,0.50776,0.38662,0.28846,0.23707,0.73985,0.23006,0.23719,0.24039,0.31908,1.01985,1.68781
14.20000,1.26069,1.10521,0.95850,0.82495,0.67313,0.50873,0.38730,0.28898,0.23728,0.73870,0.23027,0.23616,0.23757,0.31105,1.01995,1.69115
14.21000,1.26090,1.10558,0.95920,0.82585,0.67395,0.50934,0.38747,0.28935,0.23754,0.73770,0.23038,0.23518,0.23538,0.30333,1.01985,1.69024
14.22000,1.26343,1.10814,0.96119,0.82728,0.67527,0.51005,0.38809,0.28966,0.23769,0.73644,0.23058,0.23430,0.23339,0.29645,1.01985,1.69358
14.23000,1.26642,1.11001,0.96243,0.82824,0.67589,0.51091,0.38866,0.29013,0.23780,0.73523,0.23079,0.23357,0.23172,0.29004,1.01980,1.69632
14.24000,1.26642,1.11044,0.96319,0.82951,0.67691,0.51173,0.38916,0.29033,0.23821,0.73424,0.23095,0.23306,0.23052,0.28451,1.01980,1.69966
14.25000,1.27090,1.11381,0.96594,0.83078,0.67844,0.51279,0.38984,0.29106,0.23842,0.73303,0.23110,0.23249,0.22953,0.27930,1.01985,1.70118
14.26000,1.27261,1.11557,0.96729,0.83205,0.67900,0.51361,0.39046,0.29132,0.23858,0.73219,0.23157,0.23208,0.22874,0.27497,1.01974,1.70482
14.27000,1.27292,1.11627,0.96809,0.83332,0.68028,0.51437,0.39108,0.29179,0.23894,0.73103,0.23178,0.23187,0.22827,0.27059,1.01990,1.70664
14.28000,1.27431,1.11766,0.96955,0.83454,0.68125,0.51523,0.39165,0.29226,0.23904,0.72998,0.23209,0.23166,0.22791,0.26684,1.01985,1.71120
14.29000,1.27709,1.11985,0.97160,0.83576,0.68263,0.51604,0.39238,0.29267,0.23930,0.72899,0.23240,0.23151,0.22759,0.26350,1.01990,1.71454
14.30000,1.27849,1.12108,0.97246,0.83724,0.68350,0.51650,0.39317,0.29309,0.23967,0.72815,0.23266,0.23151,0.22733,0.26053,1.01990,1.71575
14.31000,1.28168,1.12311,0.97403,0.83809,0.68437,0.51726,0.39357,0.29351,0.24003,0.72726,0.23292,0.23151,0.22712,0.25777,1.01995,1.71545
14.32000,1.28199,1.12391,0.97489,0.83925,0.68508,0.51787,0.39419,0.29382,0.24024,0.72636,0.23329,0.23140,0.22697,0.25531,1.01985,1.71909
14.33000,1.28308,1.12519,0.97613,0.84042,0.68595,0.51884,0.39447,0.29434,0.24050,0.72563,0.23349,0.23140,0.22686,0.25297,1.01985,1.71970
14.34000,1.28669,1.12787,0.97818,0.84164,0.68713,0.51990,0.39504,0.29455,0.24092,0.72453,0.23386,0.23135,0.22707,0.25093,1.01969,1.72365
14.35000,1.28679,1.12813,0.97850,0.84264,0.68799,0.52102,0.39555,0.29491,0.24118,0.72369,0.23417,0.23151,0.22702,0.24916,1.01980,1.72699
14.36000,1.29340,1.13327,0.98255,0.84466,0.68994,0.52209,0.39668,0.29548,0.24138,0.72279,0.23448,0.23161,0.22733,0.24749,1.01980,1.73002
14.37000,1.29510,1.13503,0.98438,0.84577,0.69111,0.52326,0.39741,0.29600,0.24175,0.72196,0.23490,0.23187,0.22759,0.24609,1.01990,1.73488
14.38000,1.29634,1.13658,0.98611,0.84741,0.69244,0.52458,0.39814,0.29632,0.24206,0.72096,0.23526,0.23202,0.22775,0.24504,1.01969,1.74004
14.39000,1.30103,1.13968,0.98811,0.84916,0.69407,0.52565,0.39922,0.29684,0.24253,0.72001,0.23562,0.23223,0.22806,0.24384,1.01995,1.74035
14.40000,1.30325,1.14230,0.99091,0.85080,0.69566,0.52656,0.40018,0.29746,0.24289,0.71917,0.23599,0.23254,0.22843,0.24264,1.01974,1.74733
14.41000,1.30320,1.14268,0.99102,0.85212,0.69627,0.52747,0.40052,0.29808,0.24325,0.71828,0.23651,0.23301,0.22869,0.24191,1.01985,1.74824
14.42000,1.30243,1.14268,0.99129,0.85303,0.69693,0.52788,0.40091,0.29834,0.24372,0.71744,0.23692,0.23326,0.22900,0.24118,1.01995,1.74824
14.43000,1.30464,1.14444,0.99274,0.85446,0.69775,0.52864,0.40165,0.29876,0.24393,0.71660,0.23729,0.23347,0.22921,0.24040,1.01980,1.75006
14.44000,1.30428,1.14423,0.99258,0.85509,0.69816,0.52941,0.40193,0.29907,0.24429,0.71571,0.23760,0.23373,0.22958,0.23983,1.01980,1.74946
14.45000,1.30743,1.14647,0.99447,0.85620,0.69877,0.53002,0.40244,0.29933,0.24466,0.71487,0.23775,0.23388,0.22963,0.23915,1.01990,1.75249
14.46000,1.30805,1.14669,0.99463,0.85737,0.69959,0.53062,0.40294,0.29964,0.24481,0.71387,0.23796,0.23419,0.22994,0.23868,1.01990,1.75249
14.47000,1.30913,1.14797,0.99614,0.85838,0.70046,0.53134,0.40317,0.30006,0.24528,0.71303,0.23827,0.23440,0.23000,0.23832,1.01990,1.75826
14.48000,1.31347,1.15139,0.99846,0.85991,0.70204,0.53220,0.40396,0.30063,0.24549,0.71230,0.23864,0.23461,0.23041,0.23785,1.01985,1.76069
14.49000,1.31455,1.15257,0.99987,0.86092,0.70291,0.53332,0.40447,0.30084,0.24591,0.71156,0.23900,0.23497,0.23068,0.23764,1.01985,1.76342
14.50000,1.31884,1.15567,1.00229,0.86219,0.70409,0.53408,0.40537,0.30141,0.24622,0.71109,0.23931,0.23528,0.23104,0.23738,1.01990,1.76707
14.51000,1.32137,1.15835,1.00445,0.86373,0.70562,0.53515,0.40594,0.30193,0.24658,0.71025,0.23973,0.23549,0.23156,0.23712,1.01980,1.76980
14.52000,1.32255,1.15915,1.00531,0.86510,0.70664,0.53571,0.40650,0.30219,0.24689,0.70973,0.24009,0.23585,0.23188,0.23707,1.01990,1.77132
14.53000,1.32452,1.16150,1.00747,0.86637,0.70802,0.53667,0.40729,0.30276,0.24731,0.70884,0.24046,0.23631,0.23235,0.23701,1.01980,1.77587
14.54000,1.32663,1.16305,1.00877,0.86770,0.70899,0.53708,0.40775,0.30318,0.24757,0.70789,0.24077,0.23662,0.23245,0.23712,1.02001,1.77739
14.55000,1.32942,1.16541,1.01044,0.86924,0.71032,0.53814,0.40837,0.30370,0.24788,0.70721,0.24118,0.23688,0.23287,0.23686,1.01985,1.77952
14.56000,1.33288,1.16819,1.01325,0.87098,0.71170,0.53946,0.40916,0.30422,0.24830,0.70637,0.24160,0.23724,0.23318,0.23696,1.01995,1.78559
14.57000,1.33278,1.16894,1.01427,0.87241,0.71298,0.54038,0.40989,0.30474,0.24871,0.70579,0.24201,0.23765,0.23370,0.23686,1.01995,1.79045
14.58000,1.33665,1.17220,1.01670,0.87411,0.71446,0.54129,0.41074,0.30521,0.24902,0.70495,0.24248,0.23807,0.23412,0.23717,1.01980,1.79258
14.59000,1.33810,1.17386,1.01853,0.87570,0.71599,0.54216,0.41130,0.30588,0.24960,0.70432,0.24290,0.23843,0.23459,0.23722,1.01995,1.79622
14.60000,1.34083,1.17605,1.02064,0.87713,0.71742,0.54348,0.41193,0.30656,0.24991,0.70354,0.24336,0.23884,0.23496,0.23743,1.01980,1.80017
14.61000,1.34316,1.17776,1.02177,0.87867,0.71844,0.54414,0.41283,0.30687,0.25038,0.70285,0.24362,0.23915,0.23532,0.23764,1.01990,1.80260
14.62000,1.34403,1.17899,1.02274,0.87994,0.71911,0.54485,0.41339,0.30739,0.25074,0.70228,0.24404,0.23962,0.23569,0.23769,1.01990,1.80229
14.63000,1.34243,1.17750,1.02166,0.88068,0.71916,0.54551,0.41368,0.30765,0.25126,0.70180,0.24456,0.23998,0.23611,0.23800,1.01980,1.80290
14.64000,1.34532,1.18038,1.02415,0.88211,0.72054,0.54637,0.41424,0.30802,0.25147,0.70107,0.24487,0.24034,0.23632,0.23800,1.01995,1.80624
14.65000,1.34672,1.18108,1.02420,0.88301,0.72095,0.54734,0.41475,0.30812,0.25183,0.70039,0.24498,0.24060,0.23637,0.23842,1.01995,1.80563
14.66000,1.35002,1.18402,1.02701,0.88449,0.72248,0.54825,0.41554,0.30869,0.25219,0.69950,0.24539,0.24091,0.23668,0.23853,1.02001,1.81171
14.67000,1.35256,1.18622,1.02889,0.88566,0.72345,0.54968,0.41605,0.30906,0.25256,0.69892,0.24570,0.24132,0.23715,0.23868,1.01985,1.81383
14.68000,1.35586,1.18921,1.03127,0.88720,0.72503,0.55059,0.41673,0.30947,0.25292,0.69829,0.24617,0.24168,0.23741,0.23884,1.01995,1.81778
14.69000,1.35757,1.19044,1.03219,0.88841,0.72575,0.55130,0.41729,0.30999,0.25339,0.69761,0.24659,0.24205,0.23793,0.23915,1.01980,1.81839
14.70000,1.36149,1.19317,1.03478,0.89027,0.72764,0.55262,0.41814,0.31041,0.25370,0.69708,0.24685,0.24246,0.23846,0.23936,1.01980,1.82446
14.71000,1.36423,1.19590,1.03721,0.89181,0.72917,0.55354,0.41910,0.31103,0.25417,0.69635,0.24726,0.24287,0.23877,0.23972,1.01985,1.82841
14.72000,1.36345,1.19574,1.03721,0.89287,0.72974,0.55450,0.41949,0.31129,0.25453,0.69593,0.24768,0.24323,0.23908,0.23993,1.01985,1.82780
14.73000,1.36449,1.19692,1.03834,0.89430,0.73066,0.55522,0.42011,0.31181,0.25479,0.69556,0.24809,0.24365,0.23934,0.24030,1.01995,1.83084
14.74000,1.36743,1.19933,1.04066,0.89573,0.73188,0.55638,0.42079,0.31228,0.25510,0.69514,0.24846,0.24401,0.23961,0.24051,1.01985,1.83539
14.75000,1.37027,1.20174,1.04223,0.89716,0.73316,0.55720,0.42153,0.31270,0.25552,0.69451,0.24882,0.24442,0.24008,0.24087,1.01985,1.83752
14.76000,1.37250,1.20372,1.04411,0.89864,0.73474,0.55816,0.42254,0.31327,0.25599,0.69420,0.24918,0.24473,0.24049,0.24139,1.01980,1.84268
14.77000,1.37699,1.20698,1.04681,0.90044,0.73617,0.55923,0.42328,0.31400,0.25646,0.69372,0.24976,0.24525,0.24102,0.24145,1.01990,1.84541
14.78000,1.37942,1.20934,1.04854,0.90198,0.73730,0.56060,0.42390,0.31446,0.25682,0.69320,0.25007,0.24566,0.24122,0.24202,1.01990,1.85057
14.79000,1.38361,1.21282,1.05162,0.90373,0.73909,0.56162,0.42480,0.31493,0.25724,0.69247,0.25053,0.24602,0.24180,0.24228,1.01985,1.85179
14.80000,1.37859,1.21014,1.05005,0.90452,0.73924,0.56279,0.42503,0.31514,0.25760,0.69205,0.25100,0.24644,0.24227,0.24270,1.01990,1.85270
14.81000,1.38459,1.21362,1.05259,0.90580,0.74036,0.56345,0.42554,0.31556,0.25807,0.69173,0.25131,0.24690,0.24258,0.24296,1.01985,1.85149
14.82000,1.38536,1.21431,1.05324,0.90696,0.74118,0.56416,0.42610,0.31597,0.25833,0.69121,0.25168,0.24706,0.24269,0.24332,1.01974,1.85756
14.83000,1.38521,1.21501,1.05389,0.90813,0.74200,0.56497,0.42638,0.31628,0.25885,0.69094,0.25204,0.24742,0.24305,0.24369,1.01980,1.85817
14.84000,1.38536,1.21544,1.05486,0.90903,0.74261,0.56558,0.42706,0.31654,0.25916,0.69031,0.25246,0.24788,0.24321,0.24390,1.01985,1.85938
14.85000,1.38562,1.21603,1.05518,0.90998,0.74318,0.56614,0.42729,0.31701,0.25957,0.68974,0.25261,0.24814,0.24357,0.24416,1.01990,1.86090
14.86000,1.38955,1.21886,1.05702,0.91110,0.74399,0.56710,0.42774,0.31712,0.25968,0.68926,0.25298,0.24850,0.24378,0.24457,1.01985,1.86090
14.87000,1.39224,1.22101,1.05918,0.91258,0.74542,0.56761,0.42847,0.31764,0.26004,0.68858,0.25313,0.24871,0.24415,0.24478,1.01985,1.86758
14.88000,1.39348,1.22224,1.06020,0.91364,0.74619,0.56822,0.42904,0.31800,0.26030,0.68806,0.25355,0.24907,0.24462,0.24515,1.01995,1.87001
14.89000,1.39637,1.22374,1.06150,0.91502,0.74706,0.56904,0.42955,0.31842,0.26072,0.68738,0.25391,0.24949,0.24472,0.24536,1.01980,1.87153
14.90000,1.39617,1.22395,1.06128,0.91539,0.74716,0.56954,0.42983,0.31878,0.26108,0.68680,0.25402,0.24980,0.24488,0.24567,1.01990,1.87001
14.91000,1.39668,1.22507,1.06241,0.91661,0.74803,0.57041,0.43039,0.31899,0.26145,0.68633,0.25448,0.25005,0.24525,0.24598,1.01974,1.87335
14.92000,1.39870,1.22706,1.06468,0.91788,0.74941,0.57132,0.43102,0.31946,0.26165,0.68591,0.25474,0.25036,0.24551,0.24624,1.01990,1.87456
14.93000,1.40382,1.23075,1.06744,0.91915,0.75079,0.57224,0.43164,0.31972,0.26207,0.68549,0.25511,0.25062,0.24572,0.24661,1.01990,1.88155
14.94000,1.40439,1.23177,1.06857,0.92048,0.75202,0.57320,0.43248,0.32029,0.26233,0.68507,0.25547,0.25104,0.24624,0.24692,1.01985,1.88428
14.95000,1.41142,1.23621,1.07224,0.92223,0.75381,0.57442,0.43322,0.32076,0.26264,0.68449,0.25568,0.25140,0.24655,0.24723,1.01990,1.88853
14.96000,1.41416,1.23932,1.07451,0.92366,0.75529,0.57564,0.43395,0.32123,0.26316,0.68412,0.25620,0.25171,0.24707,0.24749,1.01995,1.89187
14.97000,1.41349,1.23964,1.07521,0.92514,0.75656,0.57635,0.43474,0.32169,0.26347,0.68370,0.25661,0.25217,0.24733,0.24791,1.01985,1.89552
14.98000,1.41649,1.24189,1.07678,0.92652,0.75769,0.57762,0.43542,0.32237,0.26384,0.68318,0.25708,0.25253,0.24796,0.24822,1.01980,1.89795
14.99000,1.41292,1.23975,1.07537,0.92715,0.75743,0.57798,0.43570,0.32237,0.26436,0.68281,0.25739,0.25295,0.24822,0.24869,1.01985,1.89460
15.00000,1.41514,1.24135,1.07667,0.92827,0.75840,0.57889,0.43627,0.32279,0.26462,0.68250,0.25765,0.25331,0.24833,0.24901,1.02001,1.89643
15.01000,1.41628,1.24232,1.07770,0.92922,0.75892,0.57971,0.43644,0.32310,0.26498,0.68223,0.25791,0.25357,0.24869,0.24921,1.01990,1.89855
15.02000,1.41949,1.24451,1.07948,0.93076,0.76009,0.58067,0.43700,0.32346,0.26524,0.68176,0.25828,0.25382,0.24885,0.24968,1.01980,1.90341
15.03000,1.42150,1.24666,1.08121,0.93187,0.76147,0.58133,0.43768,0.32393,0.26550,0.68160,0.25854,0.25413,0.24942,0.24979,1.01985,1.90675
15.04000,1.42311,1.24773,1.08218,0.93309,0.76229,0.58194,0.43842,0.32435,0.26576,0.68129,0.25890,0.25465,0.24963,0.25031,1.01990,1.90675
15.05000,1.43014,1.25303,1.08650,0.93479,0.76423,0.58296,0.43909,0.32502,0.26628,0.68092,0.25926,0.25491,0.25000,0.25036,1.01974,1.91434
15.06000,1.42999,1.25394,1.08763,0.93617,0.76556,0.58372,0.43966,0.32544,0.26664,0.68050,0.25973,0.25522,0.25041,0.25088,1.01985,1.91708
15.07000,1.43169,1.25560,1.08893,0.93765,0.76648,0.58479,0.44051,0.32585,0.26701,0.68008,0.25999,0.25568,0.25078,0.25120,1.01980,1.91951
15.08000,1.43350,1.25662,1.08985,0.93860,0.76740,0.58545,0.44096,0.32632,0.26737,0.67972,0.26041,0.25599,0.25125,0.25151,1.01980,1.92072
15.09000,1.43521,1.25849,1.09147,0.94009,0.76852,0.58641,0.44152,0.32679,0.26779,0.67956,0.26072,0.25630,0.25151,0.25203,1.01980,1.92193
15.10000,1.43806,1.26074,1.09314,0.94168,0.76980,0.58758,0.44226,0.32715,0.26805,0.67903,0.26103,0.25667,0.25177,0.25213,1.01980,1.92497
15.11000,1.44018,1.26230,1.09460,0.94269,0.77067,0.58860,0.44299,0.32731,0.26851,0.67856,0.26150,0.25713,0.25219,0.25260,1.01980,1.93044
15.12000,1.43842,1.26155,1.09433,0.94359,0.77098,0.58921,0.44344,0.32762,0.26898,0.67846,0.26186,0.25744,0.25256,0.25292,1.01995,1.92801
15.13000,1.44101,1.26385,1.09644,0.94470,0.77205,0.59022,0.44372,0.32783,0.26924,0.67809,0.26222,0.25770,0.25276,0.25328,1.01980,1.92861
15.14000,1.43987,1.26294,1.09557,0.94539,0.77200,0.59073,0.44418,0.32814,0.26955,0.67777,0.26238,0.25806,0.25297,0.25354,1.01980,1.92861
15.15000,1.44075,1.26407,1.09633,0.94608,0.77231,0.59119,0.44418,0.32835,0.26981,0.67730,0.26259,0.25832,0.25313,0.25385,1.01969,1.92953
15.16000,1.44085,1.26390,1.09617,0.94613,0.77246,0.59129,0.44440,0.32866,0.26997,0.67720,0.26285,0.25863,0.25323,0.25412,1.01974,1.93165
15.17000,1.44090,1.26428,1.09665,0.94719,0.77323,0.59195,0.44485,0.32861,0.27049,0.67678,0.26311,0.25878,0.25350,0.25443,1.01990,1.92953
15.18000,1.44318,1.26562,1.09752,0.94767,0.77348,0.59221,0.44514,0.32897,0.27044,0.67636,0.26321,0.25899,0.25360,0.25474,1.01995,1.93469
15.19000,1.44339,1.26626,1.09854,0.94873,0.77430,0.59292,0.44548,0.32929,0.27080,0.67615,0.26352,0.25925,0.25386,0.25469,1.01980,1.93347
15.20000,1.44592,1.26824,1.10000,0.94942,0.77507,0.59343,0.44587,0.32960,0.27096,0.67594,0.26368,0.25935,0.25397,0.25505,1.01985,1.93590
15.21000,1.44799,1.27017,1.10173,0.95069,0.77614,0.59429,0.44604,0.32970,0.27127,0.67552,0.26384,0.25971,0.25417,0.25537,1.01974,1.93803
15.22000,1.45192,1.27242,1.10389,0.95186,0.77701,0.59531,0.44649,0.32996,0.27148,0.67510,0.26415,0.26002,0.25454,0.25547,1.01985,1.93833
15.23000,1.45177,1.27312,1.10400,0.95223,0.77757,0.59592,0.44683,0.33033,0.27174,0.67505,0.26436,0.26018,0.25480,0.25573,1.01985,1.94076
15.24000,1.45606,1.27607,1.10691,0.95371,0.77931,0.59703,0.44762,0.33069,0.27200,0.67468,0.26472,0.26044,0.25511,0.25604,1.01990,1.94441
15.25000,1.45596,1.27719,1.10794,0.95504,0.78043,0.59764,0.44841,0.33105,0.27231,0.67421,0.26498,0.26080,0.25553,0.25636,1.01974,1.94866
15.26000,1.46026,1.28035,1.11059,0.95647,0.78181,0.59891,0.44887,0.33173,0.27262,0.67400,0.26539,0.26121,0.25564,0.25672,1.02001,1.95078
15.27000,1.46279,1.28159,1.11129,0.95753,0.78243,0.59963,0.44960,0.33215,0.27298,0.67368,0.26581,0.26152,0.25605,0.25714,1.01985,1.95503
15.28000,1.46341,1.28282,1.11253,0.95886,0.78360,0.60018,0.44994,0.33246,0.27329,0.67358,0.26607,0.26188,0.25647,0.25730,1.01980,1.95625
15.29000,1.46564,1.28502,1.11480,0.96039,0.78524,0.60105,0.45079,0.33303,0.27355,0.67311,0.26638,0.26219,0.25673,0.25766,1.01985,1.96262
15.30000,1.47004,1.28877,1.11777,0.96209,0.78718,0.60227,0.45163,0.33360,0.27402,0.67290,0.26685,0.26250,0.25715,0.25808,1.01990,1.96688
15.31000,1.47434,1.29236,1.12069,0.96368,0.78866,0.60273,0.45237,0.33428,0.27444,0.67290,0.26732,0.26307,0.25778,0.25850,1.01980,1.96809
15.32000,1.47351,1.29236,1.12107,0.96511,0.78943,0.60334,0.45299,0.33475,0.27475,0.67237,0.26768,0.26343,0.25809,0.25865,1.01990,1.96931
15.33000,1.47646,1.29461,1.12264,0.96649,0.79045,0.60410,0.45361,0.33537,0.27522,0.67195,0.26799,0.26374,0.25840,0.25902,1.01985,1.97082
15.34000,1.47361,1.29338,1.12258,0.96739,0.79107,0.60435,0.45412,0.33558,0.27553,0.67179,0.26836,0.26416,0.25872,0.25938,1.01985,1.97325
15.35000,1.48154,1.29831,1.12539,0.96883,0.79245,0.60516,0.45474,0.33631,0.27584,0.67153,0.26862,0.26436,0.25908,0.25975,1.01980,1.97507
15.36000,1.47480,1.29461,1.12350,0.96936,0.79219,0.60537,0.45502,0.33646,0.27620,0.67116,0.26898,0.26483,0.25934,0.25996,1.01980,1.97659
15.37000,1.47884,1.29681,1.12458,0.97058,0.79301,0.60628,0.45536,0.33662,0.27657,0.67090,0.26919,0.26503,0.25955,0.26022,1.01995,1.97416
15.38000,1.47605,1.29526,1.12372,0.97100,0.79281,0.60710,0.45564,0.33683,0.27672,0.67085,0.26945,0.26534,0.25966,0.26063,1.01985,1.97781
15.39000,1.47770,1.29692,1.12539,0.97190,0.79393,0.60745,0.45627,0.33688,0.27714,0.67059,0.26971,0.26565,0.25992,0.26084,1.01985,1.97750
15.40000,1.47791,1.29761,1.12609,0.97243,0.79398,0.60786,0.45632,0.33724,0.27730,0.67017,0.27012,0.26586,0.26013,0.26121,1.01990,1.97872
15.41000,1.48444,1.30105,1.12836,0.97365,0.79521,0.60898,0.45666,0.33735,0.27761,0.66996,0.27023,0.26607,0.26028,0.26147,1.01985,1.98084
15.42000,1.48402,1.30206,1.13004,0.97466,0.79613,0.61004,0.45728,0.33776,0.27787,0.66954,0.27049,0.26638,0.26065,0.26178,1.01980,1.98388
15.43000,1.48847,1.30528,1.13188,0.97609,0.79736,0.61060,0.45779,0.33828,0.27818,0.66933,0.27069,0.26664,0.26091,0.26199,1.01990,1.98995
15.44000,1.48889,1.30614,1.13285,0.97720,0.79853,0.61116,0.45824,0.33865,0.27834,0.66907,0.27111,0.26695,0.26122,0.26225,1.01980,1.99056
15.45000,1.49195,1.30850,1.13533,0.97890,0.80032,0.61203,0.45903,0.33906,0.27875,0.66917,0.27147,0.26720,0.26138,0.26267,1.01980,1.99481
15.46000,1.49381,1.31075,1.13723,0.98017,0.80145,0.61264,0.45977,0.33969,0.27901,0.66865,0.27168,0.26751,0.26185,0.26293,1.01985,1.99451
15.47000,1.49961,1.31445,1.13982,0.98129,0.80247,0.61350,0.46050,0.34031,0.27943,0.66880,0.27210,0.26788,0.26232,0.26324,1.01990,2.00149
15.48000,1.49733,1.31386,1.13966,0.98261,0.80324,0.61421,0.46112,0.34052,0.27979,0.66844,0.27246,0.26829,0.26258,0.26334,1.01985,2.00028
15.49000,1.49961,1.31590,1.14144,0.98394,0.80451,0.61538,0.46152,0.34104,0.28005,0.66828,0.27288,0.26855,0.26300,0.26376,1.01990,2.00149
15.50000,1.50303,1.31815,1.14322,0.98489,0.80533,0.61579,0.46208,0.34145,0.28041,0.66812,0.27314,0.26891,0.26331,0.26428,1.01980,2.00635
15.51000,1.50013,1.31633,1.14236,0.98580,0.80564,0.61624,0.46259,0.34177,0.28083,0.66775,0.27350,0.26917,0.26352,0.26449,1.01985,2.00757
15.52000,1.49873,1.31584,1.14139,0.98627,0.80548,0.61650,0.46270,0.34192,0.28109,0.66770,0.27376,0.26937,0.26378,0.26486,1.01990,2.00635
